	Gender	Age	Height	Weight	Duration	Heart_Rate	Body_Temp	Calories	BMI	BMI Category	Age Group
8074	0	70	174.0	76.0	6.0	88.0	38.7	28.0	25.102391333069097	Overweight	Old
8075	0	23	169.0	68.0	8.0	83.0	39.9	28.0	23.80869017191275	Normal Weight	Youth
8076	1	74	169.0	76.0	9.0	85.0	39.8	44.0	26.609712545078956	Overweight	Old
8077	1	62	155.0	61.0	14.0	90.0	40.2	66.0	25.390218522372525	Overweight	Adult
8078	0	24	144.0	49.0	28.0	110.0	40.4	186.0	23.630401234567902	Normal Weight	Youth
8079	1	55	179.0	87.0	3.0	80.0	38.6	10.0	27.15271058955713	Overweight	Adult
8080	1	64	181.0	82.0	26.0	94.0	40.9	152.0	25.029760996306585	Overweight	Adult
8081	1	46	199.0	96.0	6.0	95.0	39.4	33.0	24.24181207545264	Normal Weight	Adult
8082	0	25	147.0	47.0	25.0	108.0	40.5	162.0	21.75019667731038	Normal Weight	Adult
8083	0	32	153.0	56.0	1.0	68.0	38.2	2.0	23.92242299970097	Normal Weight	Adult
8084	0	52	159.0	59.0	11.0	96.0	40.1	60.0	23.337684427040067	Normal Weight	Adult
8085	0	42	160.0	60.0	29.0	109.0	40.9	194.0	23.437499999999996	Normal Weight	Adult
8086	0	63	163.0	60.0	19.0	98.0	40.2	112.0	22.582709172343712	Normal Weight	Adult
8087	1	76	190.0	94.0	8.0	95.0	39.4	55.0	26.038781163434905	Overweight	Old
8088	1	45	188.0	87.0	5.0	89.0	39.4	21.0	24.615210502489816	Normal Weight	Adult
8089	0	66	173.0	71.0	9.0	92.0	39.9	46.0	23.722810651876106	Normal Weight	Old
8090	1	58	195.0	103.0	22.0	99.0	40.4	149.0	27.08744247205786	Overweight	Adult
8091	0	45	163.0	61.0	17.0	100.0	40.4	98.0	22.95908765854944	Normal Weight	Adult
8092	0	31	153.0	60.0	26.0	100.0	40.7	144.0	25.63116749967961	Overweight	Adult
8093	0	70	183.0	82.0	17.0	101.0	40.3	103.0	24.48565200513601	Normal Weight	Old
8094	0	36	175.0	70.0	18.0	98.0	40.2	95.0	22.857142857142858	Normal Weight	Adult
8095	1	22	185.0	83.0	11.0	86.0	40.0	29.0	24.251278305332356	Normal Weight	Youth
8096	0	21	163.0	61.0	11.0	93.0	39.7	51.0	22.95908765854944	Normal Weight	Youth
8097	0	46	152.0	56.0	18.0	102.0	40.1	109.0	24.238227146814403	Normal Weight	Adult
8098	0	52	161.0	65.0	28.0	103.0	40.5	172.0	25.076193048107708	Overweight	Adult
8099	1	50	174.0	79.0	12.0	88.0	39.4	51.0	26.09327520147972	Overweight	Adult
8100	1	31	185.0	86.0	9.0	83.0	39.9	24.0	25.127830533235937	Overweight	Adult
8101	0	35	165.0	62.0	6.0	85.0	39.1	24.0	22.77318640955005	Normal Weight	Adult
8102	0	73	178.0	78.0	29.0	115.0	40.9	221.0	24.61810377477591	Normal Weight	Old
8103	1	21	176.0	82.0	25.0	100.0	41.0	117.0	26.47210743801653	Overweight	Youth
8104	0	58	155.0	60.0	11.0	100.0	39.9	66.0	24.97398543184183	Normal Weight	Adult
8105	0	46	162.0	59.0	30.0	106.0	40.9	194.0	22.481329065691202	Normal Weight	Adult
8106	0	24	159.0	55.0	5.0	89.0	39.4	22.0	21.75546853368142	Normal Weight	Youth
8107	0	32	170.0	66.0	17.0	97.0	40.5	88.0	22.837370242214536	Normal Weight	Adult
8108	1	26	184.0	85.0	17.0	96.0	40.4	75.0	25.10633270321361	Overweight	Adult
8109	0	66	171.0	70.0	13.0	96.0	40.3	73.0	23.938989774631512	Normal Weight	Old
8110	1	46	189.0	97.0	23.0	111.0	40.5	181.0	27.154894879762605	Overweight	Adult
8111	1	22	185.0	83.0	12.0	85.0	40.1	30.0	24.251278305332356	Normal Weight	Youth
8112	0	53	167.0	68.0	27.0	117.0	40.8	206.0	24.38237297859371	Normal Weight	Adult
8113	1	22	180.0	84.0	28.0	111.0	40.7	180.0	25.925925925925924	Overweight	Youth
8114	1	64	203.0	109.0	11.0	102.0	39.6	84.0	26.450532650634578	Overweight	Adult
8115	1	27	184.0	87.0	8.0	93.0	39.9	32.0	25.697069943289225	Overweight	Adult
8116	0	45	157.0	60.0	27.0	110.0	40.6	185.0	24.341758286340216	Normal Weight	Adult
8117	1	65	191.0	91.0	29.0	105.0	41.0	225.0	24.94449165318933	Normal Weight	Old
8118	1	56	185.0	91.0	23.0	102.0	40.5	158.0	26.588750913075234	Overweight	Adult
8119	1	48	182.0	88.0	17.0	102.0	40.4	109.0	26.56683975365294	Overweight	Adult
8120	1	35	183.0	79.0	13.0	90.0	40.0	49.0	23.589835468362743	Normal Weight	Adult
8121	1	36	191.0	94.0	20.0	101.0	40.8	117.0	25.766837531865903	Overweight	Adult
8122	0	42	145.0	49.0	7.0	90.0	39.6	34.0	23.305588585017837	Normal Weight	Adult
8123	0	76	187.0	93.0	16.0	90.0	40.5	77.0	26.59498412879979	Overweight	Old
8124	0	76	172.0	68.0	14.0	95.0	39.9	80.0	22.985397512168742	Normal Weight	Old
8125	1	30	186.0	87.0	9.0	96.0	39.5	42.0	25.14741588622962	Overweight	Adult
8126	0	39	135.0	43.0	12.0	91.0	39.9	59.0	23.593964334705074	Normal Weight	Adult
8127	1	74	195.0	97.0	8.0	94.0	39.5	53.0	25.509533201840895	Overweight	Old
8128	0	46	162.0	59.0	20.0	99.0	40.4	114.0	22.481329065691202	Normal Weight	Adult
8129	0	20	165.0	65.0	7.0	83.0	39.3	24.0	23.875114784205696	Normal Weight	Youth
8130	0	27	133.0	38.0	4.0	86.0	39.1	17.0	21.482277121374864	Normal Weight	Adult
8131	1	39	188.0	90.0	26.0	117.0	41.0	216.0	25.46401086464464	Overweight	Adult
8132	1	21	169.0	69.0	25.0	102.0	40.5	118.0	24.158817968558527	Normal Weight	Youth
8133	0	27	156.0	52.0	7.0	85.0	39.2	28.0	21.367521367521366	Normal Weight	Adult
8134	0	38	159.0	61.0	7.0	87.0	39.5	30.0	24.128792373719392	Normal Weight	Adult
8135	1	43	176.0	76.0	14.0	88.0	40.2	53.0	24.535123966942148	Normal Weight	Adult
8136	0	20	165.0	64.0	21.0	107.0	40.7	127.0	23.507805325987146	Normal Weight	Youth
8137	1	25	180.0	84.0	17.0	96.0	40.1	74.0	25.925925925925924	Overweight	Adult
8138	0	34	164.0	60.0	6.0	81.0	39.0	21.0	22.308149910767405	Normal Weight	Adult
8139	1	50	200.0	100.0	20.0	94.0	40.8	112.0	25.0	Normal Weight	Adult
8140	1	35	192.0	92.0	2.0	82.0	38.5	6.0	24.95659722222222	Normal Weight	Adult
8141	1	21	184.0	86.0	30.0	106.0	40.7	171.0	25.401701323251416	Overweight	Youth
8142	0	44	164.0	63.0	24.0	105.0	40.7	150.0	23.423557406305775	Normal Weight	Adult
8143	0	36	184.0	73.0	23.0	107.0	40.8	142.0	21.561909262759922	Normal Weight	Adult
8144	1	71	181.0	88.0	22.0	107.0	40.5	182.0	26.861206922865602	Overweight	Old
8145	0	42	161.0	57.0	6.0	81.0	39.4	22.0	21.98989236526368	Normal Weight	Adult
8146	1	32	179.0	81.0	26.0	97.0	40.5	123.0	25.280109859242845	Overweight	Adult
8147	0	54	175.0	74.0	14.0	96.0	39.6	75.0	24.163265306122447	Normal Weight	Adult
8148	1	52	185.0	88.0	15.0	93.0	40.1	79.0	25.712198685171657	Overweight	Adult
8149	0	21	161.0	60.0	3.0	85.0	38.6	11.0	23.147255121330193	Normal Weight	Youth
8150	1	49	172.0	75.0	14.0	100.0	40.0	82.0	25.351541373715524	Overweight	Adult
8151	1	20	176.0	81.0	14.0	92.0	40.2	48.0	26.149276859504134	Overweight	Youth
8152	0	76	151.0	58.0	5.0	88.0	39.2	25.0	25.437480812245077	Overweight	Old
8153	0	63	158.0	58.0	28.0	107.0	40.7	193.0	23.233456176894723	Normal Weight	Adult
8154	0	43	175.0	73.0	5.0	83.0	39.2	19.0	23.836734693877553	Normal Weight	Adult
8155	0	75	165.0	68.0	17.0	97.0	40.7	100.0	24.977043158861342	Normal Weight	Old
8156	1	53	173.0	75.0	18.0	93.0	40.5	91.0	25.05930702662969	Overweight	Adult
8157	1	43	194.0	98.0	27.0	104.0	41.0	181.0	26.03889892655968	Overweight	Adult
8158	1	20	192.0	94.0	20.0	103.0	40.6	107.0	25.499131944444446	Overweight	Youth
8159	0	56	167.0	61.0	4.0	83.0	38.7	17.0	21.872422819032593	Normal Weight	Adult
8160	0	47	167.0	63.0	21.0	101.0	40.6	124.0	22.589551436050055	Normal Weight	Adult
8161	0	73	177.0	73.0	16.0	91.0	40.0	82.0	23.301094832264035	Normal Weight	Old
8162	0	56	179.0	75.0	15.0	90.0	40.3	71.0	23.40750912892856	Normal Weight	Adult
8163	1	71	201.0	102.0	19.0	99.0	40.3	140.0	25.246899829212154	Overweight	Old
8164	1	55	191.0	89.0	9.0	91.0	39.6	46.0	24.39626106740495	Normal Weight	Adult
8165	1	53	194.0	97.0	19.0	105.0	40.3	139.0	25.77319587628866	Overweight	Adult
8166	1	69	194.0	92.0	22.0	107.0	40.5	182.0	24.444680624933575	Normal Weight	Old
8167	0	49	163.0	62.0	30.0	100.0	41.2	175.0	23.335466144755166	Normal Weight	Adult
8168	0	22	174.0	66.0	11.0	89.0	40.2	45.0	21.79944510503369	Normal Weight	Youth
8169	0	23	167.0	64.0	20.0	96.0	40.3	98.0	22.948115744558788	Normal Weight	Youth
8170	0	53	179.0	78.0	6.0	89.0	39.5	27.0	24.343809494085704	Normal Weight	Adult
8171	1	49	201.0	105.0	21.0	102.0	40.7	144.0	25.989455706541925	Overweight	Adult
8172	1	46	187.0	83.0	19.0	100.0	40.5	112.0	23.735308416025617	Normal Weight	Adult
8173	1	24	180.0	83.0	10.0	89.0	40.0	32.0	25.61728395061728	Overweight	Youth
8174	0	53	182.0	75.0	19.0	102.0	40.3	113.0	22.6421929718633	Normal Weight	Adult
8175	0	48	181.0	72.0	6.0	89.0	39.4	27.0	21.97735111870822	Normal Weight	Adult
8176	1	45	182.0	88.0	14.0	95.0	39.8	73.0	26.56683975365294	Overweight	Adult
8177	0	29	152.0	53.0	7.0	87.0	38.9	29.0	22.939750692520775	Normal Weight	Adult
8178	0	48	151.0	48.0	21.0	105.0	40.6	137.0	21.051708258409718	Normal Weight	Adult
8179	0	68	158.0	59.0	4.0	91.0	38.9	21.0	23.634033007530842	Normal Weight	Old
8180	0	25	156.0	49.0	21.0	98.0	40.3	113.0	20.134779750164363	Normal Weight	Adult
8181	0	34	165.0	66.0	26.0	115.0	40.8	185.0	24.242424242424246	Normal Weight	Adult
8182	1	46	194.0	88.0	1.0	80.0	37.6	3.0	23.381868423849507	Normal Weight	Adult
8183	1	29	174.0	76.0	25.0	97.0	40.5	112.0	25.102391333069097	Overweight	Adult
8184	0	37	157.0	55.0	19.0	100.0	40.7	109.0	22.313278429145196	Normal Weight	Adult
8185	1	48	188.0	86.0	11.0	91.0	39.6	52.0	24.332277048438208	Normal Weight	Adult
8186	1	36	187.0	92.0	12.0	86.0	40.0	42.0	26.309016557522373	Overweight	Adult
8187	0	54	166.0	68.0	12.0	94.0	40.1	62.0	24.677021338365513	Normal Weight	Adult
8188	1	28	200.0	106.0	6.0	94.0	39.5	28.0	26.5	Overweight	Adult
8189	1	40	209.0	116.0	4.0	86.0	39.1	17.0	26.556168585884027	Overweight	Adult
8190	0	31	175.0	73.0	10.0	87.0	39.3	40.0	23.836734693877553	Normal Weight	Adult
8191	1	29	196.0	92.0	20.0	92.0	40.6	82.0	23.94835485214494	Normal Weight	Adult
8192	0	76	153.0	55.0	14.0	93.0	40.0	79.0	23.49523687470631	Normal Weight	Old
8193	0	31	170.0	64.0	26.0	98.0	40.6	137.0	22.145328719723185	Normal Weight	Adult
8194	0	21	174.0	63.0	1.0	84.0	38.0	4.0	20.808561236623067	Normal Weight	Youth
8195	1	32	179.0	78.0	12.0	88.0	39.7	40.0	24.343809494085704	Normal Weight	Adult
8196	1	25	196.0	102.0	14.0	87.0	39.9	47.0	26.55143690129113	Overweight	Adult
8197	0	71	153.0	56.0	11.0	94.0	40.0	62.0	23.92242299970097	Normal Weight	Old
8198	0	68	159.0	59.0	5.0	87.0	39.4	24.0	23.337684427040067	Normal Weight	Old
8199	1	59	178.0	83.0	5.0	90.0	39.2	25.0	26.19618735008206	Overweight	Adult
8200	1	46	187.0	89.0	29.0	105.0	40.8	197.0	25.45111384369012	Overweight	Adult
8201	0	23	161.0	56.0	7.0	85.0	39.7	27.0	21.60410477990818	Normal Weight	Youth
8202	1	25	197.0	99.0	12.0	92.0	39.8	49.0	25.509546754618775	Overweight	Adult
8203	0	38	168.0	66.0	2.0	78.0	38.5	6.0	23.384353741496604	Normal Weight	Adult
8204	1	24	189.0	97.0	18.0	99.0	40.5	90.0	27.154894879762605	Overweight	Youth
8205	0	67	163.0	67.0	15.0	99.0	40.4	90.0	25.21735857578381	Overweight	Old
8206	0	20	173.0	69.0	1.0	84.0	37.9	4.0	23.054562464499313	Normal Weight	Youth
8207	0	53	151.0	49.0	27.0	105.0	41.0	179.0	21.490285513793253	Normal Weight	Adult
8208	0	54	159.0	65.0	22.0	102.0	40.6	134.0	25.71100826707804	Overweight	Adult
8209	0	54	169.0	62.0	22.0	103.0	40.5	137.0	21.707923392038097	Normal Weight	Adult
8210	0	50	160.0	60.0	14.0	103.0	40.2	87.0	23.437499999999996	Normal Weight	Adult
8211	0	22	169.0	66.0	6.0	83.0	38.9	21.0	23.1084345786212	Normal Weight	Youth
8212	1	33	210.0	117.0	25.0	112.0	40.7	196.0	26.53061224489796	Overweight	Adult
8213	1	52	177.0	77.0	23.0	99.0	40.4	136.0	24.577867151840145	Normal Weight	Adult
8214	0	48	159.0	62.0	21.0	100.0	40.5	122.0	24.524346347059055	Normal Weight	Adult
8215	0	48	153.0	55.0	29.0	115.0	40.8	218.0	23.49523687470631	Normal Weight	Adult
8216	1	78	183.0	83.0	10.0	93.0	40.0	64.0	24.78425751739377	Normal Weight	Old
8217	1	46	189.0	89.0	20.0	95.0	40.5	106.0	24.915315920606925	Normal Weight	Adult
8218	0	77	172.0	74.0	15.0	96.0	40.3	86.0	25.013520822065985	Overweight	Old
8219	0	34	161.0	62.0	1.0	80.0	37.4	3.0	23.9188302920412	Normal Weight	Adult
8220	0	42	153.0	58.0	3.0	78.0	38.6	10.0	24.77679524969029	Normal Weight	Adult
8221	0	42	147.0	50.0	18.0	99.0	40.5	104.0	23.138507103521682	Normal Weight	Adult
8222	0	28	160.0	60.0	16.0	94.0	40.0	77.0	23.437499999999996	Normal Weight	Adult
8223	0	77	169.0	65.0	29.0	106.0	40.9	201.0	22.758306781975424	Normal Weight	Old
8224	1	36	192.0	98.0	24.0	105.0	40.8	156.0	26.58420138888889	Overweight	Adult
8225	1	26	186.0	90.0	15.0	96.0	40.2	68.0	26.014568158168572	Overweight	Adult
8226	1	74	189.0	96.0	27.0	110.0	41.1	245.0	26.874947509868147	Overweight	Old
8227	0	25	154.0	59.0	3.0	90.0	38.6	13.0	24.87771968291449	Normal Weight	Adult
8228	0	41	155.0	55.0	17.0	92.0	40.5	84.0	22.892819979188342	Normal Weight	Adult
8229	1	56	180.0	85.0	19.0	107.0	40.5	143.0	26.234567901234566	Overweight	Adult
8230	0	55	167.0	65.0	25.0	105.0	40.5	161.0	23.306680053067517	Normal Weight	Adult
8231	1	70	169.0	77.0	3.0	80.0	38.7	12.0	26.959840341724732	Overweight	Old
8232	0	29	141.0	48.0	13.0	82.0	39.7	49.0	24.143654745737138	Normal Weight	Adult
8233	0	66	153.0	55.0	26.0	111.0	40.7	192.0	23.49523687470631	Normal Weight	Old
8234	1	49	180.0	83.0	21.0	94.0	40.6	108.0	25.61728395061728	Overweight	Adult
8235	0	61	151.0	55.0	11.0	90.0	39.3	56.0	24.121749046094468	Normal Weight	Adult
8236	0	35	178.0	72.0	13.0	91.0	40.1	58.0	22.724403484408533	Normal Weight	Adult
8237	0	67	147.0	55.0	19.0	102.0	40.5	123.0	25.45235781387385	Overweight	Old
8238	1	49	190.0	97.0	4.0	88.0	39.1	18.0	26.869806094182827	Overweight	Adult
8239	1	36	176.0	75.0	20.0	103.0	40.3	114.0	24.212293388429753	Normal Weight	Adult
8240	0	75	155.0	61.0	21.0	107.0	40.6	148.0	25.390218522372525	Overweight	Old
8241	0	36	161.0	63.0	13.0	92.0	40.3	61.0	24.3046178773967	Normal Weight	Adult
8242	0	60	151.0	54.0	7.0	84.0	39.7	31.0	23.683171790710933	Normal Weight	Adult
8243	1	39	198.0	100.0	22.0	94.0	40.7	111.0	25.507601265177023	Overweight	Adult
8244	0	20	150.0	49.0	6.0	89.0	39.2	26.0	21.77777777777778	Normal Weight	Youth
8245	0	48	180.0	71.0	14.0	91.0	40.2	66.0	21.91358024691358	Normal Weight	Adult
8246	0	57	170.0	72.0	26.0	103.0	40.3	160.0	24.913494809688583	Normal Weight	Adult
8247	0	32	172.0	71.0	15.0	86.0	40.3	59.0	23.99945916711736	Normal Weight	Adult
8248	0	63	160.0	57.0	8.0	90.0	39.4	41.0	22.265624999999996	Normal Weight	Adult
8249	0	79	160.0	60.0	16.0	96.0	40.2	95.0	23.437499999999996	Normal Weight	Old
8250	0	29	170.0	68.0	8.0	87.0	39.7	32.0	23.529411764705884	Normal Weight	Adult
8251	0	55	191.0	84.0	9.0	89.0	39.3	40.0	23.025684602944	Normal Weight	Adult
8252	1	31	177.0	78.0	19.0	95.0	40.6	82.0	24.897060231734173	Normal Weight	Adult
8253	0	23	165.0	66.0	24.0	102.0	40.6	133.0	24.242424242424246	Normal Weight	Youth
8254	0	49	175.0	70.0	17.0	101.0	40.5	99.0	22.857142857142858	Normal Weight	Adult
8255	1	41	178.0	74.0	8.0	80.0	39.7	20.0	23.355636914530994	Normal Weight	Adult
8256	0	37	151.0	51.0	30.0	115.0	40.9	221.0	22.367440024560327	Normal Weight	Adult
8257	0	26	176.0	73.0	24.0	104.0	40.5	137.0	23.56663223140496	Normal Weight	Adult
8258	1	50	174.0	76.0	25.0	107.0	40.9	175.0	25.102391333069097	Overweight	Adult
8259	1	20	176.0	73.0	2.0	84.0	38.3	4.0	23.56663223140496	Normal Weight	Youth
8260	0	77	178.0	73.0	9.0	84.0	39.8	40.0	23.04002019946976	Normal Weight	Old
8261	1	21	193.0	97.0	19.0	98.0	40.3	90.0	26.040967542752828	Overweight	Youth
8262	0	22	174.0	73.0	20.0	103.0	40.4	110.0	24.111507464658473	Normal Weight	Youth
8263	1	46	193.0	98.0	1.0	79.0	37.8	3.0	26.309431125667803	Overweight	Adult
8264	0	29	172.0	71.0	4.0	86.0	38.8	15.0	23.99945916711736	Normal Weight	Adult
8265	0	33	158.0	61.0	21.0	107.0	40.8	132.0	24.435186668803073	Normal Weight	Adult
8266	0	28	164.0	59.0	9.0	90.0	39.5	40.0	21.936347412254616	Normal Weight	Adult
8267	1	27	189.0	82.0	6.0	84.0	39.3	15.0	22.955684331345708	Normal Weight	Adult
8268	1	54	189.0	89.0	15.0	99.0	40.2	94.0	24.915315920606925	Normal Weight	Adult
8269	1	46	166.0	68.0	6.0	79.0	39.1	15.0	24.677021338365513	Normal Weight	Adult
8270	0	33	156.0	60.0	23.0	101.0	40.8	131.0	24.654832347140037	Normal Weight	Adult
8271	0	34	157.0	61.0	27.0	106.0	41.1	168.0	24.747454257779218	Normal Weight	Adult
8272	0	24	157.0	56.0	11.0	95.0	40.0	54.0	22.7189744005842	Normal Weight	Youth
8273	1	38	172.0	75.0	12.0	95.0	40.1	55.0	25.351541373715524	Overweight	Adult
8274	0	69	166.0	64.0	24.0	107.0	41.0	166.0	23.225431847873423	Normal Weight	Old
8275	1	38	177.0	82.0	6.0	86.0	39.4	20.0	26.173832551310287	Overweight	Adult
8276	1	68	187.0	91.0	16.0	98.0	40.3	110.0	26.023048986244955	Overweight	Old
8277	0	52	172.0	73.0	16.0	92.0	40.3	78.0	24.675500270416443	Normal Weight	Adult
8278	1	29	190.0	93.0	11.0	92.0	39.7	45.0	25.761772853185597	Overweight	Adult
8279	1	27	190.0	98.0	24.0	105.0	40.0	146.0	27.146814404432135	Overweight	Adult
8280	0	26	169.0	61.0	6.0	87.0	39.3	24.0	21.35779559539232	Normal Weight	Adult
8281	1	22	188.0	83.0	28.0	113.0	40.7	188.0	23.48347668628339	Normal Weight	Youth
8282	1	27	185.0	85.0	9.0	86.0	39.6	26.0	24.835646457268076	Normal Weight	Adult
8283	0	28	161.0	59.0	13.0	88.0	40.0	55.0	22.76146753597469	Normal Weight	Adult
8284	0	73	153.0	56.0	9.0	84.0	39.7	42.0	23.92242299970097	Normal Weight	Old
8285	1	70	191.0	96.0	17.0	99.0	40.2	123.0	26.315068117650284	Overweight	Old
8286	1	52	184.0	85.0	6.0	89.0	39.2	28.0	25.10633270321361	Overweight	Adult
8287	1	29	177.0	79.0	8.0	86.0	39.5	23.0	25.2162533116282	Overweight	Adult
8288	1	33	191.0	96.0	6.0	91.0	39.1	25.0	26.315068117650284	Overweight	Adult
8289	0	39	151.0	56.0	17.0	107.0	40.2	110.0	24.560326301478007	Normal Weight	Adult
8290	0	61	167.0	63.0	10.0	93.0	39.9	53.0	22.589551436050055	Normal Weight	Adult
8291	0	23	176.0	66.0	10.0	95.0	39.8	48.0	21.306818181818183	Normal Weight	Youth
8292	1	71	182.0	91.0	9.0	92.0	39.7	55.0	27.47252747252747	Overweight	Old
8293	0	67	159.0	61.0	8.0	86.0	39.3	37.0	24.128792373719392	Normal Weight	Old
8294	0	54	177.0	75.0	10.0	91.0	39.7	48.0	23.93948099205209	Normal Weight	Adult
8295	0	26	164.0	55.0	1.0	80.0	37.5	3.0	20.449137418203453	Normal Weight	Adult
8296	0	39	158.0	54.0	26.0	94.0	40.7	133.0	21.63114885435026	Normal Weight	Adult
8297	0	71	158.0	59.0	23.0	110.0	41.0	169.0	23.634033007530842	Normal Weight	Old
8298	0	78	165.0	66.0	20.0	107.0	40.6	141.0	24.242424242424246	Normal Weight	Old
8299	1	78	172.0	74.0	28.0	103.0	41.0	216.0	25.013520822065985	Overweight	Old
8300	1	49	203.0	102.0	17.0	93.0	40.4	92.0	24.75187459050208	Normal Weight	Adult
8301	1	38	162.0	64.0	20.0	98.0	40.3	96.0	24.38652644413961	Normal Weight	Adult
8302	0	65	166.0	67.0	13.0	96.0	40.2	73.0	24.31412396574249	Normal Weight	Old
8303	0	55	165.0	67.0	11.0	97.0	40.1	61.0	24.609733700642796	Normal Weight	Adult
8304	1	33	194.0	101.0	7.0	76.0	39.8	14.0	26.83600807737273	Overweight	Adult
8305	1	38	184.0	80.0	5.0	88.0	39.0	18.0	23.629489603024574	Normal Weight	Adult
8306	1	53	175.0	73.0	14.0	94.0	40.0	72.0	23.836734693877553	Normal Weight	Adult
8307	0	26	181.0	73.0	24.0	104.0	40.6	137.0	22.282592106468055	Normal Weight	Adult
8308	1	27	206.0	106.0	13.0	89.0	40.1	50.0	24.97879159204449	Normal Weight	Adult
8309	1	21	183.0	83.0	3.0	73.0	38.7	2.0	24.78425751739377	Normal Weight	Youth
8310	1	30	206.0	106.0	6.0	92.0	39.2	27.0	24.97879159204449	Normal Weight	Adult
8311	1	79	184.0	87.0	24.0	104.0	40.6	197.0	25.697069943289225	Overweight	Old
8312	1	20	182.0	81.0	3.0	89.0	38.4	9.0	24.453568409612362	Normal Weight	Youth
8313	0	49	168.0	70.0	15.0	98.0	39.9	83.0	24.801587301587304	Normal Weight	Adult
8314	1	71	175.0	82.0	18.0	89.0	40.4	98.0	26.775510204081634	Overweight	Old
8315	0	71	176.0	72.0	11.0	92.0	39.4	57.0	23.243801652892564	Normal Weight	Old
8316	0	24	169.0	62.0	14.0	98.0	40.3	72.0	21.707923392038097	Normal Weight	Youth
8317	1	37	190.0	92.0	25.0	119.0	41.0	214.0	25.48476454293629	Overweight	Adult
8318	1	32	191.0	95.0	3.0	79.0	38.5	7.0	26.040952824758094	Overweight	Adult
8319	1	47	193.0	99.0	17.0	92.0	40.4	87.0	26.577894708582782	Overweight	Adult
8320	0	30	148.0	46.0	29.0	111.0	40.8	200.0	21.00073046018992	Normal Weight	Adult
8321	0	78	174.0	71.0	6.0	86.0	39.2	28.0	23.450918219051392	Normal Weight	Old
8322	1	37	190.0	88.0	13.0	97.0	39.8	67.0	24.37673130193906	Normal Weight	Adult
8323	0	36	163.0	62.0	24.0	105.0	40.8	147.0	23.335466144755166	Normal Weight	Adult
8324	1	49	189.0	88.0	21.0	92.0	40.4	104.0	24.635368550712467	Normal Weight	Adult
8325	0	22	166.0	63.0	26.0	109.0	40.6	164.0	22.8625344752504	Normal Weight	Youth
8326	0	50	165.0	61.0	12.0	91.0	40.4	59.0	22.4058769513315	Normal Weight	Adult
8327	0	31	163.0	59.0	16.0	90.0	40.5	72.0	22.20633068613798	Normal Weight	Adult
8328	0	76	138.0	45.0	23.0	95.0	40.7	138.0	23.629489603024577	Normal Weight	Old
8329	0	50	159.0	55.0	12.0	85.0	39.9	52.0	21.75546853368142	Normal Weight	Adult
8330	0	26	157.0	54.0	19.0	97.0	40.6	99.0	21.907582457706194	Normal Weight	Adult
8331	1	30	177.0	82.0	24.0	103.0	40.6	134.0	26.173832551310287	Overweight	Adult
8332	1	25	190.0	91.0	24.0	116.0	40.5	180.0	25.207756232686982	Overweight	Adult
8333	0	26	170.0	63.0	9.0	88.0	39.8	37.0	21.79930795847751	Normal Weight	Adult
8334	1	25	206.0	111.0	3.0	91.0	38.8	12.0	26.157036478461684	Overweight	Adult
8335	0	61	162.0	63.0	14.0	96.0	40.2	78.0	24.005486968449926	Normal Weight	Adult
8336	1	67	184.0	88.0	26.0	106.0	41.0	207.0	25.99243856332703	Overweight	Old
8337	1	55	174.0	70.0	3.0	89.0	38.6	13.0	23.120623596247853	Normal Weight	Adult
8338	0	26	160.0	54.0	26.0	113.0	40.9	180.0	21.093749999999996	Normal Weight	Adult
8339	0	34	156.0	56.0	17.0	93.0	40.3	83.0	23.011176857330703	Normal Weight	Adult
8340	0	33	161.0	60.0	8.0	95.0	39.5	40.0	23.147255121330193	Normal Weight	Adult
8341	0	21	172.0	58.0	1.0	79.0	37.5	3.0	19.60519199567334	Normal Weight	Youth
8342	0	62	174.0	70.0	10.0	97.0	39.6	56.0	23.120623596247853	Normal Weight	Adult
8343	0	46	161.0	59.0	14.0	101.0	40.2	83.0	22.76146753597469	Normal Weight	Adult
8344	0	67	169.0	72.0	18.0	103.0	40.7	114.0	25.209201358495854	Overweight	Old
8345	0	24	144.0	46.0	8.0	90.0	39.4	36.0	22.183641975308642	Normal Weight	Youth
8346	0	79	153.0	56.0	22.0	98.0	40.7	137.0	23.92242299970097	Normal Weight	Old
8347	0	63	160.0	63.0	8.0	90.0	39.3	40.0	24.609374999999996	Normal Weight	Adult
8348	1	52	203.0	104.0	7.0	91.0	39.4	37.0	25.237205464825653	Overweight	Adult
8349	0	42	165.0	65.0	3.0	79.0	38.6	10.0	23.875114784205696	Normal Weight	Adult
8350	0	59	169.0	65.0	25.0	112.0	40.6	181.0	22.758306781975424	Normal Weight	Adult
8351	0	71	149.0	49.0	9.0	90.0	39.7	48.0	22.071077879374805	Normal Weight	Old
8352	0	31	161.0	67.0	4.0	79.0	38.7	13.0	25.847768218818715	Overweight	Adult
8353	0	44	176.0	71.0	3.0	85.0	38.7	12.0	22.920971074380166	Normal Weight	Adult
8354	0	20	173.0	70.0	16.0	92.0	40.4	70.0	23.38868655818771	Normal Weight	Youth
8355	1	28	189.0	87.0	10.0	85.0	39.9	29.0	24.355421180818006	Normal Weight	Adult
8356	0	48	150.0	53.0	17.0	93.0	40.4	88.0	23.555555555555557	Normal Weight	Adult
